Description,Price,Category,Shop Name,Shop Function
Wooden Snuff Box, 1 sp,Item,Grimshaw's Pipe and Leaf Emporium,Tobacconist
Elaborate Pipe Engraving, 5 gp,Service,Grimshaw's Pipe and Leaf Emporium,Tobacconist
Pipe Bowl Replacement, 1 sp,Service,Grimshaw's Pipe and Leaf Emporium,Tobacconist
Pipe Cleaning and Polishing, 5 cp,Service,Grimshaw's Pipe and Leaf Emporium,Tobacconist
Simple Pipe Engraving, 2 gp,Service,Grimshaw's Pipe and Leaf Emporium,Tobacconist
Hand Puppet, 4 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Jumping Jack Puppet, 5 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Kaleidoscope, 2 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Kite, 3 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Marionette Puppet, 8 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Miniature Animal Figures, 1 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Miniature Castle, 10 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Musical Instrument Toys, 3 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Paper Dolls, 2 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Stuffed Animal, 5 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Tin Soldier Set, 6 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Toy Carriage, 4 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Toy Top, 1 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Whirligig, 1 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Wooden Building Blocks, 2 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Wooden Doll, 3 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Wooden Puzzle, 3 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Wooden Toy Sword, 2 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Wooden Train Set, 8 sp,Item,Jester's Jolly Toy Workshop,Toy Maker
Custom Painting, 2 sp per toy.,Service,Jester's Jolly Toy Workshop,Toy Maker
Custom Toy, Price,Service,Jester's Jolly Toy Workshop,Toy Maker
Toy Repair, 1 - 3 sp plus cost of materials.,Service,Jester's Jolly Toy Workshop,Toy Maker
Animal Bait, 1 sp/lb,Item,Wolf's Claw Traps,Trapper
Animal Call Whistle Set, 4 sp,Item,Wolf's Claw Traps,Trapper
Antler-handled Dagger, 5 gp,Item,Wolf's Claw Traps,Trapper
Camouflage Cloak, 15 gp,Item,Wolf's Claw Traps,Trapper
Deadfall Trap, 15 sp,Item,Wolf's Claw Traps,Trapper
Firestarter Kit, 1 gp,Item,Wolf's Claw Traps,Trapper
Fur-lined Gloves, 4 sp,Item,Wolf's Claw Traps,Trapper
Leg-Hold Trap (Medium), 10 sp,Item,Wolf's Claw Traps,Trapper
Pelt Scraping Knife, 3 sp,Item,Wolf's Claw Traps,Trapper
Preservation Kit, 5 sp,Item,Wolf's Claw Traps,Trapper
Snare Kit (Basic), 5 sp,Item,Wolf's Claw Traps,Trapper
Trapper’s Hat with Feather, 2 gp,Item,Wolf's Claw Traps,Trapper
Wilderness First Aid Kit, 5 gp,Item,Wolf's Claw Traps,Trapper
Wilderness Map, 2 gp,Item,Wolf's Claw Traps,Trapper
Animal Tracking Lesson, 3 gp per lesson,Service,Wolf's Claw Traps,Trapper
Custom Trap Crafting, 5+ gp,Service,Wolf's Claw Traps,Trapper
Guided Trapping Expedition, 10 gp per day,Service,Wolf's Claw Traps,Trapper
Trapping Consultation, 5 gp,Service,Wolf's Claw Traps,Trapper
Trap Setting Tutorial, 4 gp,Service,Wolf's Claw Traps,Trapper
Burial Shroud (Simple),  5 gp,Item,Eternal Rest Haven,Undertaker
Elaborate Coffin with Carvings,  50 gp,Item,Eternal Rest Haven,Undertaker
Embalming,  25 gp,Item,Eternal Rest Haven,Undertaker
Fine Linen Burial Shroud, 15 gp,Item,Eternal Rest Haven,Undertaker
Funerary Incense (Pack of 5 Sticks), 2 gp,Item,Eternal Rest Haven,Undertaker
Herb Bundle (for Rituals or Purification), 1 gp,Item,Eternal Rest Haven,Undertaker
Mourning Candle Set (Pack of 5), 2 gp,Item,Eternal Rest Haven,Undertaker
Quality Wooden Coffin,  25 gp,Item,Eternal Rest Haven,Undertaker
Scented Candles (Assorted Pack of 10), 5 gp,Item,Eternal Rest Haven,Undertaker
Simple Wooden Coffin,  10 gp,Item,Eternal Rest Haven,Undertaker
Basic Burial Service (includes coffin), 50 gp,Service,Eternal Rest Haven,Undertaker
Custom Coffin Crafting, Varies 50 gp and up,Service,Eternal Rest Haven,Undertaker
Elaborate Funeral Package (includes coffin), 200 gp,Service,Eternal Rest Haven,Undertaker
Grave Blessing and Protection, 30 gp,Service,Eternal Rest Haven,Undertaker
Premium Burial Service (includes coffin), 100 gp,Service,Eternal Rest Haven,Undertaker
Bait (Bundle), 2 sp,Item,Serpent's Snare Outfitters,Weirkeeper
Basic Fishing Net, 1 gp,Item,Serpent's Snare Outfitters,Weirkeeper
Durable Tackle Box, 4 gp,Item,Serpent's Snare Outfitters,Weirkeeper
Fine Mesh Nets (Various Sizes), 5 gp - 15 gp,Item,Serpent's Snare Outfitters,Weirkeeper
"Fish Cleaning Kit (Knife, Cutting Board, and Gutting Tools)", 3 gp,Item,Serpent's Snare Outfitters,Weirkeeper
"Fisherman’s Toolkit (Hooks, Lines, Sinkers)", 5 gp,Item,Serpent's Snare Outfitters,Weirkeeper
Fisherman’s Waterproof Cloak, 5 gp,Item,Serpent's Snare Outfitters,Weirkeeper
Fishing Hoof Assortment, 1 gp,Item,Serpent's Snare Outfitters,Weirkeeper
Fishing Rod (Simple), 2 gp ,Item,Serpent's Snare Outfitters,Weirkeeper
Leather Fisherman’s Gloves, 1 gp,Item,Serpent's Snare Outfitters,Weirkeeper
Sturdy Crab Trap, 3 gp,Item,Serpent's Snare Outfitters,Weirkeeper
Waterproof Travel Bag, 2 gp,Item,Serpent's Snare Outfitters,Weirkeeper
Weatherproof Fishing Journal, 1 gp,Item,Serpent's Snare Outfitters,Weirkeeper
Weir Pole Set, 2 gp,Item,Serpent's Snare Outfitters,Weirkeeper
Wooden Fish Traps, 2 gp,Item,Serpent's Snare Outfitters,Weirkeeper
Guided Fishing Expedition (Half-Day), 2 gp per person,Service,Serpent's Snare Outfitters,Weirkeeper
Net Repair (per foot), 1 sp,Service,Serpent's Snare Outfitters,Weirkeeper
Weir Inspection and Repair, 5+ gp,Service,Serpent's Snare Outfitters,Weirkeeper
Barrel of Premium Wine, 25 gp,Item,Chalice Vine Vault,Wine Seller
Barrel of Table Wine, 10 gp,Item,Chalice Vine Vault,Wine Seller
Ceramic Wine Goblet, 2 sp,Item,Chalice Vine Vault,Wine Seller
Common Red Wine (Bottle), 2 sp,Item,Chalice Vine Vault,Wine Seller
Common White Wine (Bottle), 2 sp,Item,Chalice Vine Vault,Wine Seller
Corkscrew (Basic), 5 cp,Item,Chalice Vine Vault,Wine Seller
Exquisite Vintage Wine (Bottle), 1 gp,Item,Chalice Vine Vault,Wine Seller
Fine Red Wine (Bottle), 5 sp,Item,Chalice Vine Vault,Wine Seller
Fine White Wine (Bottle), 5 sp,Item,Chalice Vine Vault,Wine Seller
Mulled Wine (Flask), 1 sp,Item,Chalice Vine Vault,Wine Seller
Wine Cellar Inventory Book, 1 sp,Item,Chalice Vine Vault,Wine Seller
Wine Coasters (Set of 4), 5 cp,Item,Chalice Vine Vault,Wine Seller
Wine Decanter (Glass), 2 sp,Item,Chalice Vine Vault,Wine Seller
Wine Pourer Spouts (Individual),   cp,Item,Chalice Vine Vault,Wine Seller
"Wine Rack (Small, Wooden)", 5 gp,Item,Chalice Vine Vault,Wine Seller
Wine Stoppers (Set of 3), 5 cp,Item,Chalice Vine Vault,Wine Seller
Wine Tasting Flight (Assorted Samples), 3 sp,Item,Chalice Vine Vault,Wine Seller
Wine Tasting Journal, 5 sp,Item,Chalice Vine Vault,Wine Seller
Wooden Wine Glass, 5 cp,Item,Chalice Vine Vault,Wine Seller
Custom Label Design (per Bottle), 5 sp,Service,Chalice Vine Vault,Wine Seller
Wine Tasting Experience, 1 gp,Service,Chalice Vine Vault,Wine Seller
Wine Aging Consultation, 3 gp,Service,Chalice Vine Vault,Wine Seller
Wine and Cheese Pairing Event (Admission), 2 sp,Service,Chalice Vine Vault,Wine Seller
Wine Stain Removal Charm (Magical), 10 gp,Service,Chalice Vine Vault,Wine Seller
Wine Appraisal Service, 5 gp,Service,Chalice Vine Vault,Wine Seller
Short-term loans for personal or business needs., 10 gp fee,Service,Soverign Vault Services,Banker
Merchant loans for trade ventures or business expansion., 30 – 200 gp fee,Service,Soverign Vault Services,Banker
Noble Loan for noble houses or major investments., 500+ gp fee,Service,Soverign Vault Services,Banker
Standard Currency Exchange, 1% fee,Service,Soverign Vault Services,Banker
Exotic Currency Exchange dealing with rare or foreign coins, 5% fee,Service,Soverign Vault Services,Banker
Small Safe Deposit Box for storing small valuables., 10 gp/yr,Service,Soverign Vault Services,Banker
"Medium Safe Deposit Box for documents, jewelry, and smaller items.", 25 gp/yr,Service,Soverign Vault Services,Banker
Large Safe Deposit Box offers secure storage for larger items or bulk valuables. ,50 gp/yr,Service,Soverign Vault Services,Banker
Transaction Record - A detailed record of a specific financial transaction., 1sp,Service,Soverign Vault Services,Banker
Account Management, 5 gp/mp,Service,Soverign Vault Services,Banker
Standard Letter of Credit - A letter of credit for a specified amount., 5 gp,Service,Soverign Vault Services,Banker
Premium Letter of Credit - Enhanced letter with additional security features., 10 gp,Service,Soverign Vault Services,Banker
Small Barrel (holds 40 gallons), 2 gp,Item,Oakheart Cooperage,Banker
Medium Barrel (holds 60 gallons), 4 gp,Item,Oakheart Cooperage,Banker
Large Barrel (holds 80 gallons), 6 gp,Item,Oakheart Cooperage,Banker
Small Cask (holds 20 gallons), 1 gp,Item,Oakheart Cooperage,Banker
Medium Cask (holds 30 gallons), 2 gp,Item,Oakheart Cooperage,Banker
Large Cask (holds 40 gallons), 3 gp,Item,Oakheart Cooperage,Banker
Small Keg (holds 10 gallons), 5 sp,Item,Oakheart Cooperage,Banker
Medium Keg (holds 15 gallons), 1 gp,Item,Oakheart Cooperage,Banker
Large Keg (holds 20 gallons), 2 gp,Item,Oakheart Cooperage,Banker
Barrel Hoops (set of 10), 1 gp,Item,Oakheart Cooperage,Banker
Barrel Bungs (set of 5), 5 sp,Item,Oakheart Cooperage,Banker
Barrel Spigots (each), 2 sp,Item,Oakheart Cooperage,Banker
Basic Wooden Tankard, 5 cp,Item,Oakheart Cooperage,Banker
Decorative Wooden Tankard, 1 sp,Item,Oakheart Cooperage,Banker
Small Wooden Bucket, 2 sp,Item,Oakheart Cooperage,Banker
Large Wooden Bucket, 5 sp,Item,Oakheart Cooperage,Banker
Basic Wooden Mug, 2 cp,Item,Oakheart Cooperage,Banker
Ornate Wooden Mug, 5 sp,Item,Oakheart Cooperage,Banker
Basic Barrel Repair, 1 sp per barrel,Service,Oakheart Cooperage,Banker
Major Barrel Repair, 5 sp per barrel,Service,Oakheart Cooperage,Banker
Small Custom Made Barrel, 3 gp,Service,Oakheart Cooperage,Banker
Medium Custom Made Barrel, 6 gp,Service,Oakheart Cooperage,Banker
Large Custom Made Barrel, 9 gp,Service,Oakheart Cooperage,Banker
Apples - Common (per pound), 2 cp,Item,Fruits of the Realm,Fruitier
Apples - Exotic (per pound), 5 sp,Item,Fruits of the Realm,Fruitier
Oranges - Common (per pound), 3 cp,Item,Fruits of the Realm,Fruitier
Oranges - Exotic (per pound), 7 sp,Item,Fruits of the Realm,Fruitier
Grapes - Common (per bunch), 5 cp,Item,Fruits of the Realm,Fruitier
Grapes - Exotic (per bunch), 1 sp,Item,Fruits of the Realm,Fruitier
Bananas- Common (per bunch), 6 cp,Item,Fruits of the Realm,Fruitier
Bananas- Exotic (per bunch), 2 sp,Item,Fruits of the Realm,Fruitier
Pears - Common (per pound), 4 cp,Item,Fruits of the Realm,Fruitier
Pears - Exotic (per pound), 6 sp,Item,Fruits of the Realm,Fruitier
Berries - Common (per pint), 3 cp,Item,Fruits of the Realm,Fruitier
Berries - Exotic (per pint), 8 sp,Item,Fruits of the Realm,Fruitier
Melons - Common (each), 1 sp,Item,Fruits of the Realm,Fruitier
Melons - Exotic (each), 5 sp,Item,Fruits of the Realm,Fruitier
Fruit Basket - Small (suitable for 2-3 people), 5 sp,Item,Fruits of the Realm,Fruitier
Fruit Basket - Medium (suitable for 4-6 people), 1 gp,Item,Fruits of the Realm,Fruitier
Fruit Basket - Large (suitable for 6-8 people), 2 gp,Item,Fruits of the Realm,Fruitier
Preserves - Small Jar, 1 1 sp,Item,Fruits of the Realm,Fruitier
Preserves - Medium Jar, 5 sp,Item,Fruits of the Realm,Fruitier
Preserves - Large Jar, 1 gp,Item,Fruits of the Realm,Fruitier
Fruit Salad - Small Bowl, 3 cp,Item,Fruits of the Realm,Fruitier
Fruit Salad - Medium Bowl, 6 cp,Item,Fruits of the Realm,Fruitier
Fruit Salad - Large Bowl, 1 sp,Item,Fruits of the Realm,Fruitier
Fruit Juice - Small Cup, 2 cp,Item,Fruits of the Realm,Fruitier
Fruit Juice - Medium Cup, 4 cp,Item,Fruits of the Realm,Fruitier
Fruit Juice - Large Cup, 8 cp,Item,Fruits of the Realm,Fruitier
Fruit Pie - Small (single serving), 5 cp,Item,Fruits of the Realm,Fruitier
Fruit Pie - Medium (serves 2-3), 1 sp,Item,Fruits of the Realm,Fruitier
Fruit Pie - Large (serves 4-6), 2 sp,Item,Fruits of the Realm,Fruitier
Dried Fruit - Small Pouch, 2 cp,Item,Fruits of the Realm,Fruitier
Dried Fruit - Medium Pouch, 4 cp,Item,Fruits of the Realm,Fruitier
Dried Fruit - Large Pouch, 6 cp,Item,Fruits of the Realm,Fruitier
Fruit Carving - Simple Design, 5 sp,Service,Fruits of the Realm,Fruitier
Fruit Carving - Intricate Design, 1 gp,Service,Fruits of the Realm,Fruitier
Fruit Basket - Simple, 5 gp,Service,Fruits of the Realm,Fruitier
Fruit Basket - Intricate, 10+ gp,Service,Fruits of the Realm,Fruitier
Fruit Themed Party Catering - Simple, 1 gp,Service,Fruits of the Realm,Fruitier
Fruit Themed Party Catering - Intricate, 4 gp,Service,Fruits of the Realm,Fruitier
Common Gemstone, 10 gp,Item,Exquisite Gemworks,Gem Cutter
Uncommon Gemstone, 50 gp,Item,Exquisite Gemworks,Gem Cutter
Rare Gemstone, 500 gp,Item,Exquisite Gemworks,Gem Cutter
Very Rare Gemstone," 5,000 gp",Item,Exquisite Gemworks,Gem Cutter
Faceted Gem, 25 gp (Common),Item,Exquisite Gemworks,Gem Cutter
Brilliant-Cut Gem, 100 gp (Uncommon),Item,Exquisite Gemworks,Gem Cutter
Masterwork Gem," 1,000 gp (Rare)",Item,Exquisite Gemworks,Gem Cutter
Exquisite Gem," 10,000 gp (Very Rare)",Item,Exquisite Gemworks,Gem Cutter
Simple Gemstone Ring, 50 gp,Item,Exquisite Gemworks,Gem Cutter
Silver Necklace with Gem Pendant, 100 gp,Item,Exquisite Gemworks,Gem Cutter
Gold Bracelet with Multiple Gems, 500 gp,Item,Exquisite Gemworks,Gem Cutter
Platinum Crown with Rare Gemstones," 5,000 gp",Item,Exquisite Gemworks,Gem Cutter
Gem Cutter’s Tools, 25 gp,Item,Exquisite Gemworks,Gem Cutter
Polishing Kit, 5 gp,Item,Exquisite Gemworks,Gem Cutter
Precision Chisels, 8 gp,Item,Exquisite Gemworks,Gem Cutter
Faceting Service, 10 gp per hour,Service,Exquisite Gemworks,Gem Cutter
Intricate Carving, 30 gp per hour,Service,Exquisite Gemworks,Gem Cutter
Masterwork Commission, 100 gp per hour ,Service,Exquisite Gemworks,Gem Cutter
Chipped Gem Repair, 5 gp per gem,Service,Exquisite Gemworks,Gem Cutter
Cracked Gem Repair, 20 gp per gem,Service,Exquisite Gemworks,Gem Cutter
Shattered Gem Reconstruction, 100 gp per gem,Service,Exquisite Gemworks,Gem Cutter
Basic Identification, 1 gp per gem,Service,Exquisite Gemworks,Gem Cutter
